country_code,iata,airport,latitude,longitude
CN,NZL,Zhalantun Chengjisihan Airport,47.8658,122.768
CN,RHT,Alxa Right Banner Badanjilin Airport,39.225,101.546
CN,RLK,Bayannur Tianjitai Airport,40.926,107.743
CN,TGO,Tongliao Airport,43.5567,122.2
CN,UCB,Ulanqab Airport,41.1297,113.108
CN,WUA,Wuhai Airport,39.7934,106.799
CN,WZQ,Urad Middle Banner Airport,41.4596,108.535
CN,XIL,Xilinhot Airport,43.9156,115.964
CN,YIE,Arxan Yi'ershi Airport,47.3106,119.912
CN,GYU,Guyuan Liupanshan Airport,36.0789,106.217
CN,INC,Yinchuan Hedong International Airport,38.3228,106.393
CN,ZHY,Zhongwei Shapotou Airport (Zhongwei Xiangshan Airport),37.5731,105.154
CN,HBQ,Haibei Qilian Airport,38.012,100.644
CN,GMQ,Golog Maqin Airport,34.4181,100.301
CN,GOQ,Golmud Airport,36.4006,94.7861
CN,HTT,Huatugou Airport,38.202,90.8415
CN,HXD,Delingha Airport,37.1253,97.2687
CN,XNN,Xining Caojiabao Airport,36.5275,102.043
CN,YUS,Yushu Batang Airport,32.8364,97.0364
CN,AKA,Ankang Wulipu Airport,32.7081,108.931
CN,CIH,Changzhi Wangcun Airport,36.2475,113.126
CN,DAT,Datong Yungang Airport,40.0603,113.482
CN,ENY,Yan'an Ershilipu Airport,36.6369,109.554
CN,HZG,Hanzhong Chenggu Airport,33.1341,107.206
CN,LFQ,Linfen Qiaoli Airport,36.1326,111.641
CN,LLV,Luliang Airport,37.6833,111.143
CN,SIA,Xi'an Xiguan Airport,34.3767,109.12
CN,TYN,Taiyuan Wusu International Airport,37.7469,112.628
CN,UYN,Yulin Yuyang Airport,38.3597,109.591
CN,WUT,Xinzhou Wutaishan Airport,38.5975,112.969
CN,XIY,Xi'an Xianyang International Airport,34.4471,108.752
CN,HZA,Heze Mudan Airport,35.2133,115.737
CN,DOY,Dongying Shengli Airport,37.5086,118.788
CN,JNG,Jining Qufu Airport,35.2928,116.347
CN,LYI,Linyi Shubuling Airport,35.0461,118.412
CN,PNJ,Penglai Shahekou Airport,42.4464,119.574
CN,RIZ,Rizhao Shanzihe Airport,35.405,119.324
CN,TAO,Qingdao Liuting International Airport,36.2661,120.374
CN,TNA,Jinan Yaoqiang International Airport,36.8572,117.216
CN,WEF,Weifang Airport,36.6467,119.119
CN,WEH,Weihai Dashuibo Airport,37.1871,122.229
CN,YNT,Yantai Penglai International Airport,37.6572,120.987
CN,PVG,Shanghai Pudong International Airport,31.1434,121.805
CN,SHA,Shanghai Hongqiao International Airport,31.1979,121.336
CN,YCU,Yuncheng Guangong Airport,35.1164,111.031
CN,DZH,Dazhou Jinya Airport,31.04,107.44
CN,AHJ,Hongyuan Airport,32.5315,102.352
CN,BZX,Bazhong Enyang Airport,31.7384,106.645
CN,CTU,Chengdu Shuangliu International Airport,30.5785,103.947
CN,DAX,Dazhou Heshi Airport,31.1302,107.429
CN,DCY,Daocheng Yading Airport,29.3231,100.053
CN,GHN,Guanghan Airport,30.9485,104.33
CN,GYS,Guangyuan Panlong Airport,32.3911,105.702
CN,JZH,Jiuzhai Huanglong Airport,32.8533,103.682
CN,KGT,Kangding Airport,30.1575,101.735
CN,LZO,Luzhou Yunlong Airport,29.03,105.47
CN,MIG,Mianyang Nanjiao Airport,31.4281,104.741
CN,NAO,Nanchong Gaoping Airport,30.7955,106.163
CN,PZI,Panzhihua Bao'anying Airport,26.54,101.799
CN,TFU,Chengdu Tianfu International Airport,30.319,104.445
CN,XIC,Xichang Qingshan Airport,27.9891,102.184
CN,YBP,Yibin Caiba Airport,28.8006,104.545
CN,TSN,Tianjin Binhai International Airport,39.1244,117.346
CN,AAT,Altay Airport,47.7499,88.0858
CN,AKU,Aksu Airport,41.2625,80.2917
CN,BPL,Bole Alashankou Airport,44.895,82.3
CN,FYN,Fuyun Koktokay Airport,46.8042,89.512
CN,HMI,Hami Airport (Kumul Airport),42.8414,93.6692
CN,HTN,Hotan Airport,37.0385,79.8649
CN,IQM,Qiemo Airport,38.2336,85.4656
CN,KCA,Kuqa Qiuci Airport,41.6779,82.8729
CN,KHG,Kashgar Airport (Kashi Airport),39.5429,76.02
CN,KJI,Kanas Airport,48.2223,86.9959
CN,KRL,Korla Airport,41.6978,86.1289
CN,KRY,Karamay Airport,45.4665,84.9527
CN,NLT,Xinyuan Nalati Airport,43.4318,83.3786
CN,QSZ,Shache Airport,38.2811,77.0752
CN,RQA,Ruoqiang Loulan Airport,38.9747,88.0083
CN,SHF,Shihezi Huayuan Airport,44.2421,85.8905
CN,SXJ,Shanshan Airport,42.9117,90.2475
CN,TCG,Tacheng Airport,46.6725,83.3408
CN,TLQ,Turpan Jiaohe Airport,43.0308,89.0987
CN,URC,Urumqi Diwopu International Airport,43.9071,87.4742
CN,YIN,Yining Airport,43.9558,81.3303
CN,BPX,Qamdo Bamda Airport,30.5536,97.1083
CN,LXA,Lhasa Gonggar Airport,29.2978,90.9119
CN,LZY,Nyingchi Mainling Airport,29.3033,94.3353
CN,NGQ,Ngari Gunsa Airport,32.1,80.0531
CN,RKZ,Shigatse Peace Airport,29.3519,89.3114
CN,BSD,Baoshan Yunduan Airport,25.0533,99.1683
CN,CWJ,Cangyuan Washan Airport,23.2739,99.3736
CN,DIG,Diqing Shangri-La Airport,27.7936,99.6772
CN,DLU,Dali Airport,25.6494,100.319
CN,JHG,Xishuangbanna Gasa Airport,21.9739,100.76
CN,JMJ,Lancang Jingmai Airport,22.4158,99.7864
CN,KMG,Kunming Changshui International Airport,25.1019,102.929
CN,LJG,Lijiang Sanyi Airport,26.68,100.246
CN,LNJ,Lincang Airport,23.7381,100.025
CN,LUM,Dehong Mangshi Airport,24.4011,98.5317
CN,NLH,Ninglang Luguhu Airport,27.5403,100.759
CN,SYM,Pu'er Simao Airport,22.7933,100.959
CN,TCZ,Tengchong Tuofeng Airport,24.9381,98.4858
CN,WNH,Wenshan Puzhehei Airport,23.5583,104.326
CN,YUA,Yuanmou Air Base,25.7375,101.882
CN,ZAT,Zhaotong Airport,27.3256,103.755
CN,HGH,Hangzhou Xiaoshan International Airport,30.2295,120.434
CN,HSN,Zhoushan Putuoshan Airport,29.9342,122.362
CN,HYN,Taizhou Luqiao Airport,28.5622,121.429
CN,JUZ,Quzhou Airport,28.9658,118.899
CN,NGB,Ningbo Lishe International Airport,29.8267,121.462
CN,WNZ,Wenzhou Longwan International Airport,27.9122,120.852
CN,YIW,Yiwu Airport,29.3447,120.032
CO,ACM,Arica Airport (Colombia),-2.14544,-71.7581
CO,AYC,Ayacucho Airport,8.6,-73.6167
CO,ECO,El Encanto Airport,-1.75333,-73.2047
CO,LCR,La Chorrera Airport,-0.733333,-73.0167
CO,LET,Alfredo Vasquez Cobo International Airport,-4.19355,-69.9432
CO,LPD,La Pedrera Airport,-1.32861,-69.5797
CO,SSD,San Felipe Airport,-32.7458,-70.705
CO,TCD,Tarapaca Airport,-2.89472,-69.7472
CO,ADN,Andes Airport,5.69764,-75.8804
CO,AFI,Amalfi Airport (Colombia),6.91667,-75.0667
CO,APO,Antonio Roldan  Betancourt Airport,7.81196,-76.7164
CO,ARO,Arboletes Airport,8.85705,-76.4244
CO,CAQ,Juan H. White Airport,7.96847,-75.1985
CO,EBG,El Bagre Airport (El Tomin Airport),7.59647,-74.8089
CO,EOH,Olaya Herrera Airport,6.22055,-75.5906
CO,IGO,Jaime Ortiz Betancur Airport,7.68038,-76.6865
CO,MDE,Jose Maria Cordova International Airport,6.16454,-75.4231
CO,NAR,Puerto Nare Airport,6.21002,-74.5906
CO,NCI,Antioquia Airport,8.45,-76.7833
CO,NPU,San Pedro de Uraba Airport,8.28597,-76.3804
CO,OTU,Otu Airport,7.01037,-74.7155
CO,PBE,Morela Airport (Puerto Berrio Airport,6.46034,-74.4105
CO,SJR,San Juan de Uraba Airport,8.76667,-76.5333
CO,SMC,Santa Maria Airport,8.15,-77.05
CO,TRB,Gonzalo Mejia Airport,8.07453,-76.7415
CO,ULS,Mulatos Airport,8.65,-76.75
CO,UNC,Unguia Airport,8.03333,-77.0833
CO,URR,Urrao Airport,6.32883,-76.1425
CO,ARQ,El Troncal Airport,7.02106,-71.3889
CO,AUC,Santiago Perez  Quiroz Airport,7.06888,-70.7369
CO,RAV,Cravo Norte Airport,6.31684,-70.2107
CO,RVE,Los Colonizadores Airport,6.95187,-71.8572
CO,TME,Gabriel Vargas Santos Airport,6.45108,-71.7603
CO,BAQ,Ernesto Cortissoz International Airport,10.8896,-74.7808
CO,CTG,Rafael Nunez International Airport,10.4424,-75.513
CO,MGN,Baracoa Regional Airport,9.28474,-74.8461
CO,MMP,San Bernardo Airport,9.79911,-74.786
CO,GCA,Guacamayas Airport,2.28333,-74.95
CO,MOY,Monterrey Airport,4.90693,-72.8948
CO,PYA,Velasquez Airport,5.93904,-74.457
CO,RON,Juan Jose Rondon,6.283,-71.083
CO,SJG,San Pedro de Jagua Airport,4.65,-73.3333
CO,SOX,Alberto Lleras Camargo Airport,5.67732,-72.9703
CO,TAU,Tauramena Airport,5.01281,-72.7424
CO,MZL,La Nubia Airport (Santaguida Airport),5.0296,-75.4647
CO,ACR,Araracuara Airport,-0.5833,-72.4083
CO,AYG,Yaguara Airport,1.54417,-73.9333
CO,CQT,Caquetania Airport,2.03333,-74.2167
CO,CUI,Curillo Airport,4.66667,-72
CO,FLA,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644
CO,SVI,Eduardo Falla Solano Airport,2.15217,-74.7663
CO,TQS,Captain Ernesto Esguerra Cubides Air Base,0.7459,-75.234
CO,EYP,El Alcaravan Airport,5.31911,-72.384
CO,HTZ,Hato Corozal Airport,6.15,-71.75
CO,NUH,Nunchia Airport,5.65,-72.2
CO,ORC,Orocue Airport,4.79222,-71.3564
CO,PRE,Pore Airport,5.73333,-71.9833
CO,PZA,Paz de Ariporo Airport,5.87615,-71.8866
CO,SQE,San Luis de Palenque Airport,5.40018,-71.7001
CO,TDA,Trinidad Airport,5.43278,-71.6625
CO,TTM,Tablon de Tamara Airport,5.72448,-72.103
CO,GPI,Guapi Airport (Juan Casiano Airport),2.57013,-77.8986
CO,LMX,Lopez de Micay Airport,3.05,-77.55
CO,PPN,Guillermo Leon Valencia Airport,2.4544,-76.6093
CO,TBD,Timbiqui Airport,2.767,-77.667
CO,DZI,Codazzi Airport,10.0966,-73.2337
CO,GRA,Gamarra Airport,8.34197,-73.7057
CO,HAY,Hacaritama Airport,8.24722,-73.5819
CO,VUP,Alfonso Lopez Pumarejo Airport,10.435,-73.2495
CO,ACD,Alcides Fernandez Airport,8.51667,-77.3
CO,BHF,Bahia Cupica Airport,6.55,-77.3263
CO,BSC,Jose Celestino Mutis Airport,6.20292,-77.3947
CO,COG,Mandinga Airport,5.08333,-76.7
CO,CPB,Capurgana Airport,8.63333,-77.35
CO,GGL,Gilgal Airport,8.33333,-77.0833
CO,JUO,Jurado Airport,6.51667,-76.6
CO,NQU,Reyes Murillo Airport,5.6964,-77.2806
CO,UIB,El Carano Airport,5.69076,-76.6412
CO,AYA,Ayapel Airport,8.3,-75.15
CO,LRI,Lorica Airport,9.03333,-75.7
CO,MTB,Montelibano Airport,7.97174,-75.4325
CO,MTR,Los Garzones Airport,8.82374,-75.8258
CO,PLC,Planeta Rica Airport,8.4,-75.6
CO,SCA,Santa Catalina Airport,8.5,-76.175
CO,EUO,Paratebueno Airport,4.38333,-73.2
CO,HRR,La Herrera Airport,3.21667,-75.85
CO,MND,Medina Airport,4.51667,-73.2833
CO,PAL,Captain German Olano Moreno Air Base,5.48361,-74.6574
CO,BOG,El Dorado International Airport,4.70159,-74.1469
CO,MHF,Morichal Airport,1.75,-69.9167
CO,NAD,Macanal Airport,2.56667,-67.5833
CO,NBB,Barranco Minas Airport,3.48333,-69.8
CO,PDA,Obando Airport,3.85353,-67.9062
CO,AYI,Yari Airport,-0.383333,-72.2667
CO,MFS,Miraflores Airport,1.35,-71.9444
CO,SJE,Jorge Enrique Gonzalez Torres Airport,2.57969,-72.6394
CO,CJD,Candilejas Airport,2.06667,-74.5833
CO,NVA,Benito Salas Airport,2.95015,-75.294
CO,PCC,Puerto Rico Airport,1.91667,-75.1667
CO,PTX,Contador Airport,1.85777,-76.0857
CO,SRO,Santana Ramos Airport,2.21667,-75.25
CO,MCJ,Jorge Isaacs Airport (La Mina Airport),11.2325,-72.4901
CO,RCH,Almirante Padilla Airport,11.5262,-72.926
CO,SJH,San Juan del Cesar Airport,10.7667,-73.0167
CO,ELB,Las Flores Airport,9.04554,-73.9749
CO,IVO,Chibolo Airport,10.0167,-74.6833
CO,PLT,Plato Airport,9.8,-74.7833
CO,SMR,Simon Bolivar International Airport,11.1196,-74.2306
CO,API,Captain Luis F. Gomez Nino Air Base,4.07607,-73.5627
CO,BAC,Barranca de Upia Airport,4.58333,-72.9667
CO,CCO,Carimagua Airport,4.56417,-71.3364
CO,ELJ,El Recreo Airport,2,-74.1333
CO,GAA,Guamal Airport,9.04465,-73.0973
CO,GMC,Guerima Airport,3.62918,-70.3233
CO,LMC,La Macarena Airport,2.1736,-73.7862
CO,URI,Uribe Airport,3.21667,-74.4
CO,VVC,La Vanguardia Airport,4.16787,-73.6138
CO,ECR,El Charco Airport,2.44944,-78.0942
CO,IPI,San Luis Airport,0.861925,-77.6718
CO,ISD,Iscuande Airport,2.44583,-77.9818
CO,MQR,Mosquera Airport,2.64955,-78.3361
CO,PSO,Antonio Narino Airport,1.39625,-77.2915
CO,PYN,Payan Airport,1.8,-78.1667
CO,TCO,La Florida Airport,1.81442,-78.7492
CO,CUC,Camilo Daza International Airport,7.92757,-72.5115
CO,OCV,Aguas Claras Airport,8.31506,-73.3583
CO,TIB,Tibu Airport,8.63152,-72.7304
CO,LQM,Caucaya Airport,-0.182278,-74.7708
CO,PUU,Tres de Mayo Airport,0.505228,-76.5008
CO,VGZ,Villa Garzon Airport,0.978767,-76.6056
CO,AXM,El Eden International Airport,4.45278,-75.7664
CO,PEI,Matecana International Airport,4.81267,-75.7395
CO,ADZ,Gustavo Rojas Pinilla International Airport,12.5836,-81.7112
CO,PVA,El Embrujo Airport,13.3569,-81.3583
CO,AZT,Zapatoca Airport,6.81667,-73.2833
CO,BGA,Palonegro International Airport,7.1265,-73.1848
CO,CIM,Cimitarra Airport,6.367,-73.967
CO,EJA,Yariguies Airport,7.02433,-73.8068
CO,SNT,Las Cruces Airport,7.38322,-73.5054
CO,CVE,Covenas Airport,9.40092,-75.6913
CO,CZU,Las Brujas Airport,9.33274,-75.2856
CO,SRS,San Marcos Airport,8.69,-75.156
CO,TLU,Golfo de Morrosquillo Airport,9.50945,-75.5854
CO,CPL,General Navas Pardo Airport,3.717,-75.467
CO,GIR,Santiago Vila Airport,4.27624,-74.7967
CO,IBE,Perales Airport,4.42161,-75.1333
CO,MQU,Mariquita Airport,5.21256,-74.8836
CO,PLA,Planadas Airport,3.3,-75.7
CO,ACL,Aguaclara Airport,4.75361,-73.0028
CO,BUN,Gerardo Tobar Lopez Airport,3.81963,-76.9898
CO,CLO,Alfonso Bonilla Aragon International Airport,3.54322,-76.3816
CO,CRC,Santa Ana Airport,4.75818,-75.9557
CO,ULQ,Heriberto Gil Martinez,4.08836,-76.2351
CO,ARF,Acaricuara Airport,0.533333,-70.1333
CO,CUO,Caruru Airport,1.0136,-71.2961
CO,MFB,Monfort Airport,0.633333,-69.75
CO,MIX,Miriti-Parana Airport,-1.13333,-70.25
CO,MVP,Fabio Alberto Leon Bentley Airport,1.25366,-70.2339
CO,VAB,Yavarate Airport,1.11667,-70.75
CO,CSR,Casuarito Airport,5.83333,-68.1333
CO,LGT,Las Gaviotas Airport,4.54972,-70.925
CO,LPE,La Primavera Airport,3.73333,-76.2167
CO,PCR,German Olano Airport,6.18472,-67.4932
CO,SSL,Santa Rosalia Airport,5.1309,-70.8682
CR,FON,La Fortuna Airport,10.478,-84.6345
CR,LSL,Los Chiles Airport,11.0353,-84.7061
CR,RFR,Rio Frio Airport,10.3274,-83.8876
CR,SJO,Juan Santamaria International Airport,9.99386,-84.2088
CR,UPL,Upala Airport,10.8922,-85.0162
CR,CSC,Canas Mojica Airport,10.4307,-85.1746
CR,LIR,Daniel Oduber Quiros International Airport,10.5933,-85.5444
CR,NCT,Nicoya Guanacaste Airport,10.1394,-85.4458
CR,NOB,Nosara Airport,9.97649,-85.653
CR,PBP,Punta Islita Airport,9.85611,-85.3708
CR,PLD,Carrillo Airport (Playa Samara/Carrillo Airport),9.87051,-85.4814
CR,TNO,Tamarindo Airport,10.3135,-85.8155
CR,BCL,Barra del Colorado Airport,10.7687,-83.5856
CR,GPL,Guapiles Airport,10.2172,-83.797
CR,LIO,Limon International Airport,9.95796,-83.022
CR,TTQ,Tortuguero Airport (Barra de Tortuguero Airport),10.42,-83.6095
CR,BAI,Buenos Aires Airport,9.16395,-83.3302
CR,DRK,Drake Bay Airport,8.71889,-83.6417
CR,GLF,Golfito Airport,8.65401,-83.1822
CR,JAP,Chacarita Airport,9.98141,-84.7727
CR,OTR,Coto 47 Airport,8.60156,-82.9686
CR,PJM,Puerto Jimenez Airport,8.53333,-83.3
CR,PMZ,Palmar Sur Airport,8.95103,-83.4686
CR,TMU,Tambor Airport,9.73852,-85.0138
CR,TOO,San Vito de Java Airport,8.82611,-82.9589
CR,XQP,Quepos La Managua Airport,9.44316,-84.1298
CR,IPZ,San Isidro de El General Airport,9.34861,-83.7125
CR,SYQ,Tobias Bolanos International Airport,9.95705,-84.1398
CU,UPB,Playa Baracoa Airport,23.0328,-82.5794
CU,CMW,Ignacio Agramonte International Airport,21.4203,-77.8475
CU,AVI,Maximo Gomez  Airport,22.0271,-78.7896
CU,CCC,Jardines del Rey Airport,22.461,-78.3284
CU,CFG,Jaime Gonzalez Airport,22.15,-80.4142
CU,BYM,Carlos Manuel de Cespedes Airport,20.3964,-76.6214
CU,MZO,Sierra Maestra Airport,20.2881,-77.0892
CU,BCA,Gustavo Rizo Airport,20.3653,-74.5062
CU,GAO,Mariana Grajales Airport,20.0853,-75.1583
CU,NBW,Guantanamo Bay Naval Base,19.9065,-75.2071
CU,UMA,Punta de Maisi Airport,20.2506,-74.1505
CU,HOG,Frank Pais Airport,20.7856,-76.3151
CU,MOA,Orestes Acosta Airport,20.6539,-74.9222
CU,CYO,Vilo Acuna Airport,21.6165,-81.546
CU,GER,Rafael Cabrera Mustelier Airport,21.8347,-82.7838
CU,SZJ,Siguanea Airport,21.6425,-82.9551
CU,HAV,Jose Marti International Airport,22.9892,-82.4091
CU,VTU,Hermanos Ameijeiras Airport,20.9876,-76.9358
CU,VRA,Juan Gualberto Gomez Airport,23.0344,-81.4353
CU,VRO,Kawama Airport,23.124,-81.3016
CU,LCL,La Coloma Airport,22.3361,-83.6419
CU,SNJ,San Julian Air Base,22.0953,-84.152
CU,TND,Alberto Delgado Airport,21.7883,-79.9972
CU,USS,Sancti Spiritus Airport,21.9704,-79.4427
CU,SCU,Antonio Maceo International Airport,19.9698,-75.8354
CU,BWW,Las Brujas Airport,22.6213,-79.1472
CU,SNU,Abel Santamaria Airport,22.4922,-79.9436
CV,BVC,Aristides Pereira International Airport (Rabil Airport),16.1365,-22.8889
CV,BVR,Esperadinha Airport,14.8643,-24.746
CV,MMO,Maio Airport,15.1559,-23.2137
CV,RAI,Nelson Mandela International Airport,14.9245,-23.4935
CV,NTO,Agostinho Neto Airport,17.2028,-25.0906
CV,SNE,Preguica Airport,16.5884,-24.2847
CV,SID,Amilcar Cabral International Airport,16.7414,-22.9494
CV,MTI,Mosteiros Airport,15.045,-24.3392
CV,SFL,Sao Filipe Airport,14.885,-24.48
CV,VXE,Cesaria Evora Airport,16.8332,-25.0553
CW,CUR,Curacao International Airport (Hato Int'l Airport),12.1889,-68.9598
CX,XCH,Christmas Island Airport,-10.4506,105.69
CY,GEC,Gecitkale Air Base,35.2359,33.7244
CY,LCA,Larnaca International Airport,34.8751,33.6249
CY,ECN,Ercan International Airport,35.1547,33.4961
CY,AKT,RAF Akrotiri,34.5904,32.9879
CY,PFO,Paphos International Airport,34.718,32.4857
CZ,JCL,Ceske Budejovice Airport (Plana Airport),48.9464,14.4275
CZ,BRQ,Brno-Turany Airport,49.1513,16.6944
CZ,KLV,Karlovy Vary Airport,50.203,12.915
CZ,MKA,Marianske Lazne Airport,49.9228,12.7247
CZ,OSR,Leos Janacek Airport,49.6963,18.1111
CZ,ZBE,Zabreh Airport,49.9283,18.0783
CZ,OLO,Olomouc Airport (Neredin Airport),49.5878,17.2108
CZ,PRV,Prerov Airport,49.4258,17.4047
CZ,PED,Pardubice Airport,50.0134,15.7386
CZ,PRG,Vaclav Havel Airport Prague,50.1008,14.26
CZ,VOD,Vodochody Airport,50.2166,14.3958
CZ,GTW,Holesov Airport,49.3144,17.5689
CZ,UHE,Kunovice Airport,49.0294,17.4397
DE,FDH,Friedrichshafen Airport (Bodensee Airport),47.6713,9.51149
DE,FKB,Karlsruhe/Baden-Baden Airport,48.7794,8.0805
DE,HDB,Heidelberg Airport,49.3924,8.65193
DE,LHA,Flughafen Lahr (Lahr Airport),48.3693,7.82772
DE,MHG,Mannheim City Airport,49.4731,8.51417
DE,STR,Stuttgart Airport,48.6899,9.22196
DE,AGB,Augsburg Airport,48.4253,10.9317
DE,BYU,Bindlacher Berg Airport,49.985,11.64
DE,FEL,Furstenfeldbruck Air Base,48.2056,11.2669
DE,FMM,Memmingen Airport,47.9888,10.2395
DE,GHF,Giebelstadt Airport,49.6481,9.96639
DE,HOQ,Hof-Plauen Airport,50.2886,11.8564
DE,IGS,Ingolstadt Manching Airport,48.7157,11.534
DE,ILH,Illesheim Army Airfield,49.4739,10.3881
DE,KZG,Kitzingen Airport,49.7431,10.2006
DE,MUC,Munich Airport,48.3538,11.7861
DE,NUE,Nuremberg Airport,49.4987,11.0781
DE,OBF,Oberpfaffenhofen Airport,48.0814,11.2831
DE,RBM,Straubing Wallmuhle Airport,48.9008,12.5167
DE,URD,Burg Feuerstein Airport,49.7942,11.1336
DE,TXL,Berlin Tegel Airport,52.5597,13.2877
DE,BER,Berlin Brandenburg Airport,52.3514,13.4939
DE,CBU,Cottbus-Drewitz Airport,51.8894,14.5319
DE,BRE,Bremen Airport,53.0475,8.78667
DE,BRV,Bremerhaven Airport,53.5069,8.57278
DE,HAM,Hamburg Airport,53.6304,9.98823
DE,XFW,Hamburg Finkenwerder Airport,53.5353,9.83556
DE,FRA,Frankfurt Airport,50.0333,8.57056
DE,FRZ,Fritzlar Air Base,51.1146,9.286
DE,KSF,Kassel Airport,51.4173,9.38497
DE,WIE,Wiesbaden Army Airfield,50.0498,8.3254
DE,BBH,Stralsund-Barth Airport,54.3383,12.7105
DE,FNB,Neubrandenburg Airport,53.6022,13.306
DE,GTI,Rugen Airport (Guttin Airfield),54.3833,13.3256
DE,HDF,Heringsdorf Airport,53.8787,14.1523
DE,PEF,Peenemunde Airfield,54.1578,13.7744
DE,REB,Rechlin-Larz Airfield,53.3064,12.7522
DE,RLG,Rostock-Laage Airport,53.9182,12.2783
DE,SZW,Schwerin-Parchim International Airport,53.427,11.7834
DE,AGE,Wangerooge Airport,53.7828,7.91389
DE,BMK,Borkum Airfield,53.5964,6.70917
DE,BMR,Baltrum Airport,53.7247,7.37333
DE,BWE,Braunschweig-Wolfsburg Airport,52.3192,10.5561
DE,EME,Emden Airport,53.3911,7.2275
DE,FCN,Nordholz Naval Airbase,53.7677,8.6585
DE,HAJ,Hannover Airport,52.4611,9.68508
DE,JUI,Juist Airport,53.6811,7.05583
DE,LGO,Langeoog Airport,53.7425,7.49778
DE,NOD,Norddeich Airport,53.6331,7.19028
DE,NRD,Norderney Airport,53.7069,7.23
DE,VAC,Varrelbusch Airport,52.9083,8.04056
DE,WVN,JadeWeserAirport,53.5022,8.05222
DE,XLW,Lemwerder Airport,53.1447,8.62444
DE,AAH,Merzbruck Airport,50.8231,6.18639
DE,BFE,Bielefeld Airport,51.9647,8.54444
DE,CGN,Cologne Bonn Airport,50.8659,7.14274
DE,DTM,Dortmund Airport,51.5183,7.61224
DE,DUS,Dusseldorf Airport,51.2895,6.76678
DE,ESS,Essen/Mulheim Airport,51.4023,6.93733
DE,FMO,Munster Osnabruck International Airport,52.1346,7.68483
DE,GKE,NATO Air Base Geilenkirchen,50.9608,6.04242
DE,GUT,RAF Gutersloh,51.9228,8.30633
DE,MGL,Dusseldorf Monchengladbach Airport,51.2303,6.50444
DE,NRN,Weeze Airport (Niederrhein Airport),51.6024,6.14217
DE,PAD,Paderborn Lippstadt Airport,51.6141,8.61632
DE,SGE,Siegerland Airport,50.7077,8.08297
DE,BBJ,Bitburg Airport ,49.9453,6.565
DE,HHN,Frankfurt-Hahn Airport,49.9487,7.26389
DE,RMS,Ramstein Air Base,49.4369,7.60028
DE,SPM,Spangdahlem Air Base,49.9727,6.6925
DE,ZQW,Zweibrucken Airport,49.2094,7.40056
DE,SCN,Saarbrucken Airport,49.2146,7.10951
DE,DRS,Dresden Airport,51.1328,13.7672
DE,IES,Riesa-Gohlis Airfield,51.2936,13.3561
DE,LEJ,Leipzig/Halle Airport,51.4239,12.2364
DE,CSO,Magdeburg-Cochstedt Airport,51.8564,11.4203
DE,KOQ,Kothen Airport,51.7211,11.9528
DE,ZHZ,Halle-Oppin Airport,51.5527,12.054
DE,EUM,Neumunster Airport,54.0794,9.94139
DE,FLF,Flensburg-Schaferhaus Airport,54.7733,9.37889
DE,GWT,Sylt Airport (Westerland Airport),54.9132,8.34047
DE,HEI,Heide-Busum Airport,54.1533,8.90167
DE,HGL,Helgoland Airport (Dune Airport),54.1853,7.91583
DE,KEL,Kiel Airport,54.3794,10.1453
DE,LBC,Lubeck Airport,53.8054,10.7192
DE,OHR,Wyk auf Fohr Airport,54.6844,8.52833
DE,PSH,Sankt Peter-Ording Airport,54.3089,8.68694
DE,QHU,Husum Schwesing Airport,54.51,9.13833
DE,WBG,Schleswig Air Base,54.4593,9.51633
DE,AOC,Leipzig-Altenburg Airport,50.9819,12.5064
DE,EIB,Eisenach-Kindel Airport,50.9916,10.4797
DE,ERF,Erfurt-Weimar Airport,50.9798,10.9581
DJ,AII,Ali-Sabieh Airport,11.1469,42.72
DJ,JIB,Djibouti-Ambouli International Airport,11.5473,43.1595
DJ,OBC,Obock Airport,11.967,43.267
DJ,MHI,Moucha Airport,11.7167,43.2
DJ,TDJ,Tadjoura Airport,11.783,42.917
DK,CPH,Copenhagen Airport,55.6179,12.656
DK,RNN,Bornholm Airport,55.0633,14.7596
DK,AAR,Aarhus Airport,56.3,10.619
DK,KRP,Karup Airport,56.2975,9.12463
DK,SQW,Skive Airport,56.5502,9.17298
DK,STA,Stauning Vestjylland Airport,55.9901,8.35391
DK,AAL,Aalborg Airport,57.0928,9.84924
DK,BYR,Laesoe Airport,57.2772,11.0001
DK,CNL,Sindal Airport,57.5035,10.2294
DK,TED,Thisted Airport,57.0688,8.70522
DK,MRW,Lolland Falster Airport,54.6993,11.4401
DK,RKE,Roskilde Airport,55.5856,12.1314
DK,BLL,Billund Airport,55.7403,9.15178
DK,EBJ,Esbjerg Airport,55.5259,8.5534
DK,ODE,Hans Christian Andersen Airport,55.4767,10.3309
DK,SGD,Sonderborg Airport,54.9644,9.79173
DK,SKS,Vojens Airport (Skrydstrup Airport),55.221,9.26702
DM,DOM,Douglas-Charles Airport,15.547,-61.3
DM,DCF,Canefield Airport,15.3367,-61.3922
DO,BRX,Maria Montez International Airport,18.2515,-71.1204
DO,JBQ,La Isabela International Airport (Dr. Joaquin Balaguer Int'l),18.5725,-69.9856
DO,PUJ,Punta Cana International Airport,18.5674,-68.3634
DO,COZ,Constanza Airport,18.9075,-70.7219
DO,SDQ,Las Americas International Airport,18.4297,-69.6689
